MX_CODE|MX_CODE_TYPE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|LEVEL3_CODE|LEVEL3_DESC|GENDER
0602|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407900|removal/exploration - parathyroid|
0609|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407400|lesion drainage - thyroid|
0611|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407200|biopsy - percutaneous - thyroid|
0612|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0613|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0619|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
062|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408100|thyroidectomy|
0631|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407500|lesion excision - thyroid|
0639|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408100|thyroidectomy|
064|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408100|thyroidectomy|
0650|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408100|thyroidectomy|
0651|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408100|thyroidectomy|
0652|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408100|thyroidectomy|
066|41|4030|ent|40180|oral/maxillofacial procedures|416200|lesion excision/destruction - mouth/tongue|
067|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407500|lesion excision - thyroid|
0681|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407900|removal/exploration - parathyroid|
0689|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407900|removal/exploration - parathyroid|
0691|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407500|lesion excision - thyroid|
0692|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0693|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0694|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0695|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407800|parathyroid autotransplantation|
0698|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0699|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.00|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.01|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.02|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.11|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.12|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.14|41|4100|neuroscience|40970|skull/meninges/brain procedures|460100|endoscopic transnasal/transphenoidal surgery|
07.16|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
07.17|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.19|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.21|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.22|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.29|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.3|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.41|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
07.42|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.43|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.44|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.45|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.49|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.51|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.52|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.53|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.54|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.59|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.62|41|4100|neuroscience|40970|skull/meninges/brain procedures|460100|endoscopic transnasal/transphenoidal surgery|
07.72|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.79|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
07.80|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
07.81|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
07.82|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
07.91|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.92|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.93|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.94|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
07.99|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0700|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0701|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0702|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0711|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0712|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0714|41|4100|neuroscience|40970|skull/meninges/brain procedures|460100|endoscopic transnasal/transphenoidal surgery|
0716|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
0717|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0719|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0721|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0722|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0729|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
073|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0741|41|4060|general surgery|40560|other general surgery|439500|adrenalectomy - laparoscopic|
0742|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0743|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0744|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0745|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0749|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0751|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0752|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0753|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0754|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0759|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0762|41|4100|neuroscience|40970|skull/meninges/brain procedures|460100|endoscopic transnasal/transphenoidal surgery|
0772|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0779|41|4100|neuroscience|40950|other nervous system procedures|456300|other nervous system procedures|
0780|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
0781|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
0782|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|408000|thymectomy|
0791|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0792|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0793|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0794|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
0799|41|4030|ent|40090|endocrine (thyroid/parathyroid/thymus) procedures|407700|other procedures - endocrine system|
08.01|41|4130|ophthalmology|41070|eyelid procedures|466300|trichiasis correction|
08.02|41|4130|ophthalmology|41070|eyelid procedures|466100|other procedures - eyelid|
08.09|41|4130|ophthalmology|41070|eyelid procedures|466000|lesion drainage - eyelid|
08.11|41|4130|ophthalmology|41070|eyelid procedures|465300|biopsy - eyelid|
08.19|41|4130|ophthalmology|41070|eyelid procedures|466100|other procedures - eyelid|
08.20|41|4130|ophthalmology|41070|eyelid procedures|465900|lesion destruction/excision - eyelid|
08.21|41|4130|ophthalmology|41070|eyelid procedures|465500|chalazion (cyst) excision - eyelid|
08.22|41|4130|ophthalmology|41070|eyelid procedures|465900|lesion destruction/excision - eyelid|
08.23|41|4130|ophthalmology|41070|eyelid procedures|465700|excision/repair - eyelid|
08.24|41|4130|ophthalmology|41070|eyelid procedures|465700|excision/repair - eyelid|
08.25|41|4050|general medicine|40410|dermatology - other skin lesions|426000|benign lesion destruction - skin|
08.31|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.32|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.33|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.34|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.35|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.36|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.37|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.38|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.41|41|4130|ophthalmology|41070|eyelid procedures|465600|entropion/ectropian repair|
08.42|41|4130|ophthalmology|41070|eyelid procedures|465600|entropion/ectropian repair|
08.43|41|4130|ophthalmology|41070|eyelid procedures|465600|entropion/ectropian repair|
08.44|41|4130|ophthalmology|41070|eyelid procedures|465600|entropion/ectropian repair|
08.49|41|4130|ophthalmology|41070|eyelid procedures|465600|entropion/ectropian repair|
08.51|41|4130|ophthalmology|41070|eyelid procedures|465400|canthus procedures|
08.52|41|4130|ophthalmology|41070|eyelid procedures|466100|other procedures - eyelid|
08.59|41|4130|ophthalmology|41070|eyelid procedures|466100|other procedures - eyelid|
08.61|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.62|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.63|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.64|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.69|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.70|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.71|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.72|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.73|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
08.74|41|4130|ophthalmology|41070|eyelid procedures|466200|reconstruction - blepharoplasty|
